comunidad_id,departamento,municipio,zona_geografica,tipo_comunidad,altitud_msnm,poblacion_total,menores_5,adultos_mayores,gestantes,personas_discapacidad,distancia_km,tiempo_acceso_min,acceso_vial,transporte_disponible,agua_potable,alcantarillado,puesto_salud_cercano,cobertura_salud_pct,cobertura_vacunacion_pct,casos_prioritarios_30d,enfermedades_cronicas,alerta_epidemiologica,ultima_brigada_dias,brigadas_ultimos_12m,demanda_insatisfecha_pct,conectividad,temporada,riesgo_inundacion,riesgo_deslizamiento,indice_necesidad,indice_acceso,indice_vulnerabilidad,indice_brecha,puntaje_prioridad,prioridad,split
COM-01444,Bolívar,Pinillos,Caribe,Rural dispersa,158,246,43,40,9,4,87.3,322.04,Regular,No disponible,1,0,0,79.32,64.89,2,27,0,279,2,27.04,Baja,Seca,0.4,0.06,51.51,96.65,64.67,65.69,72.77,CRÍTICA,test
COM-01445,Cauca,Corinto,Andina,Indígena,1479,128,18,19,7,5,55.12,539.1,Difícil,Limitado,1,0,0,72.46,57.49,1,12,0,38,0,39.23,Buena,Seca,0.23,0.41,52.13,80.56,63.72,40.44,52.88,MEDIA,train
COM-01446,Casanare,Támara,Orinoquía,Rural,431,82,11,4,1,4,59.71,99.18,Regular,Terrestre + 4x4,0,0,0,79.28,59.44,0,4,0,61,1,27.28,Baja,Seca,0.41,0.0,17.05,57.69,61.04,38.54,28.4,BAJA,test
COM-01447,Antioquia,Turbo,Andina,Rural dispersa,1892,1015,125,53,27,25,25.78,40.22,Regular,Terrestre + 4x4,1,0,0,79.04,58.15,10,57,0,211,1,54.65,Regular,Seca,0.2,0.36,48.17,28.93,43.84,68.23,52.32,MEDIA,train
COM-01448,Chocó,Medio San Juan,Pacífica,Rural dispersa,117,346,56,33,12,12,15.52,161.03,Muy difícil,No disponible,1,0,0,51.0,46.06,3,28,0,68,1,61.89,Baja,Lluvias,0.64,0.61,54.27,77.76,56.57,53.26,56.63,ALTA,test
COM-01449,Chocó,Nóvita,Pacífica,Indígena,105,976,148,75,21,69,124.03,655.56,Muy difícil,Fluvial,1,0,0,47.3,43.36,4,58,1,305,0,36.56,Baja,Seca,0.74,0.4,59.33,100.0,55.82,72.75,70.44,CRÍTICA,train
COM-01450,Antioquia,Remedios,Andina,Rural dispersa,1969,848,181,63,17,66,11.68,14.17,Bueno,Terrestre,0,0,1,76.7,83.53,5,56,0,9,2,24.71,Regular,Lluvias,0.22,0.49,35.13,8.67,79.08,11.01,35.96,BAJA,val
COM-01451,Boyacá,Chitaraque,Andina,Rural dispersa,3466,352,59,50,13,15,60.69,374.81,Difícil,Limitado,0,0,0,66.41,57.89,2,44,0,558,1,37.7,Regular,Lluvias,0.12,0.41,47.86,83.34,79.54,75.08,72.05,CRÍTICA,test
COM-01452,Boyacá,Soracá,Andina,Rural dispersa,2801,538,71,39,24,30,45.86,71.19,Regular,Terrestre + 4x4,0,0,0,59.31,91.3,0,38,0,92,2,22.48,Sin conexión,Transición,0.27,0.5,9.67,45.17,68.8,40.49,29.43,BAJA,test
COM-01453,Casanare,Tauramena,Orinoquía,Rural dispersa,350,1011,231,62,38,25,51.06,501.36,Muy difícil,Limitado,0,1,0,63.42,74.71,8,66,0,573,3,45.33,Baja,Transición,0.32,0.0,44.12,88.53,59.82,78.13,69.44,CRÍTICA,train
COM-01454,Risaralda,Santuario,Andina,Rural dispersa,1777,337,35,38,11,6,42.61,369.35,Difícil,Limitado,0,0,0,67.66,77.29,3,30,0,227,0,27.18,Buena,Seca,0.22,0.62,45.72,74.31,63.99,59.25,57.7,ALTA,train
COM-01455,Cundinamarca,Guayabal de Síquima,Andina,Rural dispersa,2225,1443,240,253,45,95,25.36,28.66,Bueno,Terrestre,0,0,0,72.48,59.19,4,188,0,189,0,35.22,Buena,Lluvias,0.23,0.54,36.36,18.41,85.83,57.71,36.83,BAJA,train
COM-01456,Córdoba,Puerto Libertador,Caribe,Rural,188,91,19,11,2,1,22.41,86.29,Muy difícil,Terrestre,1,1,0,73.38,58.88,2,10,0,31,1,35.56,Sin conexión,Lluvias,0.55,0.15,53.33,53.46,46.15,38.1,43.09,MEDIA,train
COM-01457,Santander,Guavatá,Andina,Rural dispersa,1125,260,34,27,4,11,13.93,23.59,Regular,Terrestre,0,0,0,91.59,60.24,0,19,0,59,2,38.31,Regular,Transición,0.11,0.46,19.24,19.68,67.2,42.7,29.61,BAJA,train
COM-01458,Cundinamarca,Tocaima,Andina,Rural,2668,156,22,8,3,6,50.38,366.92,Muy difícil,Limitado,0,0,0,37.72,75.51,0,11,0,267,0,35.79,Buena,Lluvias,0.29,0.55,14.4,88.19,61.82,67.69,48.12,MEDIA,val
COM-01459,Valle del Cauca,Zarzal,Andina,Campesina,1467,298,38,38,3,16,31.98,89.52,Regular,Terrestre,1,0,0,73.99,52.77,1,26,0,15,2,37.36,Sin conexión,Transición,0.32,0.43,36.32,41.89,55.57,36.82,35.0,BAJA,train
COM-01460,Tolima,Coello,Andina,Campesina,639,210,23,14,8,8,5.47,28.62,Regular,No disponible,0,0,1,77.04,75.17,2,14,0,160,1,27.34,Buena,Lluvias,0.24,0.47,44.12,31.46,62.12,30.94,32.61,BAJA,train
COM-01461,Cundinamarca,Tibirita,Andina,Rural,2655,281,38,16,12,9,16.17,28.21,Regular,Terrestre,1,0,0,90.24,66.21,2,21,0,231,1,3.39,Buena,Transición,0.23,0.38,46.08,21.73,48.97,50.23,36.47,BAJA,val
COM-01462,Chocó,Istmina,Pacífica,Afrodescendiente,118,383,94,59,12,21,42.0,106.32,Regular,Fluvial + Terrestre,1,0,0,61.76,64.85,0,42,1,27,2,47.46,Sin conexión,Lluvias,0.64,0.47,41.51,50.26,76.81,42.36,61.84,ALTA,train
COM-01463,Córdoba,San José de Uré,Caribe,Afrodescendiente,184,248,48,30,3,8,54.65,384.57,Difícil,Limitado,0,0,0,82.14,63.52,1,19,0,310,1,44.44,Regular,Lluvias,0.52,0.19,34.73,80.33,75.67,76.53,66.84,CRÍTICA,val
COM-01464,Boyacá,Socotá,Andina,Rural dispersa,2114,419,83,28,16,19,61.07,481.52,Difícil,Limitado,0,0,0,73.81,51.05,2,29,0,294,0,30.27,Buena,Seca,0.16,0.59,40.7,83.53,74.35,68.86,67.05,CRÍTICA,train
COM-01465,Caquetá,Milán,Amazonía,Campesina,390,347,58,32,15,9,24.04,188.41,Difícil,No disponible,1,1,0,46.67,59.78,0,24,0,233,0,31.86,Buena,Seca,0.3,0.12,18.98,72.02,41.81,61.87,46.78,MEDIA,train
COM-01466,Boyacá,Cómbita,Andina,Campesina,3411,179,19,19,7,8,62.49,97.23,Regular,Terrestre,0,0,0,81.13,73.65,0,13,0,19,2,7.78,Regular,Seca,0.16,0.51,15.17,58.69,67.68,25.49,27.78,BAJA,train
COM-01467,Boyacá,Corrales,Andina,Rural,2305,602,90,61,10,34,31.22,318.89,Muy difícil,No disponible,1,0,0,63.17,62.91,1,44,0,412,1,42.96,Baja,Transición,0.2,0.45,25.08,85.61,56.23,77.18,54.65,ALTA,train
COM-01468,Boyacá,Caldas,Andina,Rural dispersa,2003,122,27,10,4,4,29.91,170.01,Regular,Limitado,1,0,0,81.55,76.35,3,9,0,0,2,18.14,Baja,Lluvias,0.23,0.57,44.47,60.95,61.94,27.26,43.5,MEDIA,train
COM-01469,Bolívar,Arroyohondo,Caribe,Afrodescendiente,152,879,179,106,41,46,10.31,59.41,Muy difícil,No disponible,1,0,1,58.15,69.81,6,77,0,565,1,25.22,Sin conexión,Seca,0.56,0.18,45.12,57.04,68.86,50.09,51.49,MEDIA,test
COM-01470,Antioquia,Yolombó,Andina,Campesina,1854,371,81,46,7,21,74.17,288.76,Regular,Limitado,0,0,0,69.98,44.81,1,32,0,15,1,43.66,Sin conexión,Lluvias,0.23,0.41,35.96,83.09,83.17,39.34,60.08,ALTA,train
COM-01471,Huila,San Agustín,Andina,Indígena,956,292,38,33,10,16,19.26,26.64,Regular,Terrestre,1,1,1,83.98,43.63,3,19,0,121,1,17.45,Baja,Seca,0.35,0.44,53.42,22.96,42.28,22.11,40.12,BAJA,train
COM-01472,Huila,Campoalegre,Andina,Indígena,1277,399,41,54,24,29,18.09,106.88,Difícil,Limitado,0,0,1,66.6,60.59,3,39,1,117,1,50.81,Regular,Lluvias,0.46,0.43,71.6,53.42,77.21,34.95,68.02,CRÍTICA,test
COM-01473,Tolima,Rovira,Andina,Rural dispersa,661,165,21,20,3,2,33.92,51.73,Regular,Terrestre,0,0,0,76.14,67.29,1,14,0,68,0,2.16,Buena,Lluvias,0.3,0.52,42.54,35.31,65.48,29.36,42.42,MEDIA,test
COM-01474,Antioquia,Cáceres,Andina,Rural,1729,431,66,25,21,4,43.27,232.17,Difícil,Limitado,1,1,0,70.58,74.13,0,35,0,161,1,62.69,Baja,Transición,0.3,0.41,15.88,74.64,34.25,65.2,48.32,MEDIA,test
COM-01475,Antioquia,Mutatá,Andina,Rural dispersa,2015,721,130,97,29,33,17.87,34.81,Regular,Terrestre,0,0,1,65.67,92.46,4,73,0,1,0,38.36,Baja,Seca,0.28,0.4,34.58,23.9,81.02,15.47,21.21,BAJA,train
COM-01476,La Guajira,El Molino,Caribe,Campesina,140,203,39,10,5,11,4.69,7.58,Bueno,Terrestre,0,0,1,53.69,70.91,0,13,1,12,0,49.85,Regular,Seca,0.21,0.09,35.13,3.86,70.75,21.44,27.93,BAJA,train
COM-01477,Cundinamarca,Supatá,Andina,Indígena,2346,170,20,10,3,12,13.19,26.83,Difícil,Terrestre,0,0,0,82.26,46.39,0,9,0,13,0,67.79,Regular,Lluvias,0.16,0.35,21.38,26.96,63.69,48.74,24.52,BAJA,train
COM-01478,Antioquia,Itagüí,Andina,Rural dispersa,1887,603,132,78,31,32,14.3,81.97,Difícil,No disponible,1,0,1,63.86,88.66,0,68,0,347,1,24.85,Regular,Seca,0.28,0.29,14.68,53.54,72.62,49.94,43.88,MEDIA,train
COM-01479,Nariño,Leiva,Andina,Indígena,2503,626,148,47,27,48,31.42,69.8,Difícil,Terrestre + 4x4,0,0,0,71.18,60.15,1,42,0,374,2,67.56,Sin conexión,Seca,0.26,0.69,25.05,44.67,84.89,87.02,54.44,ALTA,train
COM-01480,Norte de Santander,Toledo,Andina,Campesina,1508,197,25,34,9,10,62.01,97.68,Difícil,Terrestre,0,0,0,67.21,67.52,0,21,0,142,1,32.29,Baja,Lluvias,0.28,0.45,20.4,65.54,80.39,50.67,44.17,MEDIA,train
COM-01481,Boyacá,Sutatenza,Andina,Campesina,2442,321,47,27,8,9,9.48,11.75,Bueno,Terrestre,1,0,1,65.89,93.12,1,32,0,71,0,12.8,Baja,Lluvias,0.13,0.52,24.49,7.09,51.08,14.0,24.99,BAJA,train
COM-01482,Atlántico,Repelón,Caribe,Rural,12,102,9,6,3,3,38.3,163.01,Regular,Limitado,1,0,0,76.99,62.8,1,4,0,631,0,12.62,Regular,Seca,0.5,0.14,45.08,65.15,41.2,65.05,52.66,MEDIA,train
COM-01483,Caldas,Marmato,Andina,Rural dispersa,1846,697,89,52,12,36,33.16,54.85,Difícil,Motocicleta,0,1,0,77.32,67.0,1,61,0,223,0,55.5,Buena,Seca,0.12,0.46,24.39,42.55,49.51,70.08,42.19,MEDIA,val
COM-01484,Huila,Nátaga,Andina,Rural dispersa,948,1046,123,70,51,77,46.3,99.97,Regular,Terrestre,0,0,0,66.31,82.19,6,89,0,119,0,9.98,Regular,Seca,0.32,0.29,36.8,51.14,69.06,38.87,51.11,MEDIA,train
COM-01485,Cundinamarca,Cucunubá,Andina,Rural,2330,2921,363,213,61,211,30.62,51.62,Difícil,Terrestre,0,0,0,84.56,56.91,18,164,0,93,0,24.48,Buena,Seca,0.16,0.46,43.19,40.63,66.95,41.42,54.86,ALTA,train
COM-01486,Magdalena,Remolino,Caribe,Afrodescendiente,219,160,30,9,4,6,12.36,54.25,Regular,Limitado,0,0,1,52.82,62.92,1,9,0,94,2,43.1,Sin conexión,Transición,0.37,0.52,41.75,33.03,68.98,28.99,42.72,MEDIA,test
COM-01487,Chocó,Nóvita,Pacífica,Afrodescendiente,115,504,116,85,27,36,72.05,295.62,Muy difícil,Fluvial + Terrestre,1,0,0,48.61,43.4,5,55,0,16,1,44.84,Regular,Lluvias,0.5,0.5,57.89,91.03,81.67,39.94,71.44,CRÍTICA,train
COM-01488,Huila,La Plata,Andina,Rural dispersa,947,416,88,41,11,7,96.39,494.16,Regular,No disponible,1,0,0,66.71,78.14,4,42,0,51,2,36.17,Baja,Seca,0.4,0.34,46.65,98.0,59.97,40.84,58.33,ALTA,train
COM-01489,Bolívar,Calamar,Caribe,Rural dispersa,163,788,146,128,23,62,68.62,203.89,Regular,Terrestre,1,0,0,80.82,79.06,4,74,1,718,3,41.98,Baja,Lluvias,0.61,0.16,55.98,72.31,72.98,76.79,71.12,CRÍTICA,train
COM-01490,Boyacá,Pajarito,Andina,Rural,2909,187,24,17,5,8,35.61,52.16,Bueno,Terrestre + 4x4,1,0,0,69.52,58.34,0,15,0,26,3,40.82,Baja,Seca,0.22,0.6,20.52,28.24,51.75,39.58,21.49,BAJA,train
COM-01491,Chocó,Cértegui,Pacífica,Rural,117,280,39,37,9,15,109.99,1085.66,Muy difícil,No disponible,0,1,0,51.51,60.96,0,28,0,353,0,60.36,Buena,Transición,0.52,0.47,21.71,100.0,60.45,84.14,57.87,ALTA,train
COM-01492,Valle del Cauca,La Unión,Andina,Afrodescendiente,1441,1260,274,101,57,33,28.81,95.44,Regular,Terrestre + 4x4,1,0,0,88.37,74.72,4,123,0,119,3,35.67,Baja,Seca,0.28,0.42,30.04,41.49,61.97,49.14,31.49,BAJA,test
COM-01493,Chocó,Unguía,Pacífica,Afrodescendiente,110,698,94,79,19,14,43.25,291.9,Muy difícil,Limitado,1,0,0,48.78,41.23,1,70,0,70,0,16.95,Baja,Transición,0.61,0.55,33.39,84.62,52.56,35.53,48.87,MEDIA,train
COM-01494,Córdoba,Cotorra,Caribe,Rural dispersa,177,199,23,23,8,12,29.27,63.64,Bueno,Terrestre,0,0,0,77.64,74.95,3,17,0,101,3,18.9,Sin conexión,Lluvias,0.45,0.34,46.06,27.36,72.21,40.19,51.62,MEDIA,train
COM-01495,Arauca,Puerto Rondón,Orinoquía,Indígena,137,193,45,30,4,2,44.76,85.66,Regular,Terrestre + 4x4,0,0,0,64.99,67.2,1,20,0,27,0,13.47,Baja,Lluvias,0.37,0.15,40.93,47.51,83.41,28.76,48.48,MEDIA,train
COM-01496,Santander,Cepitá,Andina,Rural,963,695,128,119,20,37,27.51,187.46,Bueno,Limitado,0,0,0,59.01,51.77,6,106,0,111,3,35.63,Baja,Lluvias,0.29,0.56,59.72,51.76,85.67,48.13,57.2,ALTA,train
COM-01497,La Guajira,Maicao,Caribe,Indígena,140,444,114,28,26,22,58.19,111.3,Regular,Motocicleta,0,0,0,72.77,61.12,1,30,0,150,1,34.02,Buena,Seca,0.36,0.0,27.43,59.35,84.46,52.36,50.5,MEDIA,train
COM-01498,Santander,Encino,Andina,Rural dispersa,1398,357,64,21,17,23,55.12,142.21,Bueno,Terrestre,0,0,0,83.93,95.36,1,21,0,5,4,36.63,Baja,Transición,0.35,0.6,18.48,56.0,74.56,35.28,31.84,BAJA,train
COM-01499,Huila,Teruel,Andina,Afrodescendiente,998,266,38,27,15,7,15.62,153.92,Difícil,Limitado,0,0,1,68.68,59.88,1,23,0,9,1,20.28,Regular,Lluvias,0.33,0.38,35.72,60.81,71.63,9.24,35.53,BAJA,train
COM-01500,Bolívar,San Fernando,Caribe,Rural dispersa,149,284,28,36,9,14,88.52,563.45,Difícil,Limitado,0,0,0,65.91,50.74,1,31,0,15,2,46.82,Regular,Seca,0.4,0.25,39.78,97.26,68.99,40.6,53.88,MEDIA,train
COM-01501,Valle del Cauca,Riofrío,Andina,Rural dispersa,1463,972,205,119,19,59,25.0,97.31,Difícil,Terrestre,1,0,0,71.23,63.73,4,102,0,79,1,54.65,Baja,Transición,0.15,0.49,37.84,46.96,67.64,51.73,49.61,MEDIA,test
COM-01502,Huila,Elías,Andina,Campesina,1300,264,57,34,10,20,4.67,30.29,Regular,Limitado,1,0,1,90.65,78.87,1,33,1,97,0,36.04,Buena,Seca,0.31,0.33,53.99,24.39,73.33,26.54,42.93,MEDIA,train
COM-01503,Boyacá,Gachantivá,Andina,Indígena,2181,281,66,44,12,16,52.93,266.36,Difícil,Terrestre,0,0,0,72.16,81.45,1,28,0,54,1,45.94,Baja,Seca,0.27,0.45,29.76,71.47,92.5,45.13,57.46,ALTA,val
COM-01504,Cauca,Balboa,Andina,Rural dispersa,1249,138,26,20,1,10,60.62,85.03,Regular,Terrestre,1,0,0,59.36,64.48,1,11,0,576,2,35.33,Regular,Lluvias,0.23,0.53,47.61,55.32,67.57,74.13,61.84,ALTA,train
COM-01505,Guainía,Inírida,Amazonía,Indígena,131,375,72,39,13,8,21.04,244.97,Muy difícil,No disponible,0,0,0,41.43,49.48,3,36,0,730,0,48.65,Regular,Lluvias,0.59,0.1,54.76,80.52,74.8,79.46,77.46,CRÍTICA,test
COM-01506,Nariño,Imués,Andina,Campesina,2897,352,30,51,9,11,8.02,15.22,Regular,Terrestre,1,1,1,70.88,79.69,1,38,0,46,1,52.91,Baja,Seca,0.28,0.75,28.25,15.05,36.52,26.91,30.28,BAJA,train
COM-01507,Antioquia,Hispania,Andina,Rural,1947,155,12,8,4,7,62.13,510.2,Muy difícil,Limitado,1,1,0,76.24,59.87,0,9,0,730,0,19.52,Regular,Transición,0.39,0.52,17.85,94.06,25.45,67.81,50.96,MEDIA,train
COM-01508,Meta,Acacías,Orinoquía,Rural dispersa,515,137,20,16,3,7,88.12,191.34,Muy difícil,Terrestre + 4x4,0,0,0,46.53,54.65,1,13,0,74,0,39.94,Sin conexión,Lluvias,0.43,0.0,52.29,99.06,72.73,45.23,73.87,CRÍTICA,val
COM-01509,Boyacá,San Luis de Gaceno,Andina,Campesina,3009,127,20,13,4,7,7.39,15.88,Regular,Terrestre + 4x4,1,0,1,88.08,75.84,3,9,0,350,3,25.26,Sin conexión,Seca,0.13,0.46,44.33,14.87,59.09,50.1,43.19,MEDIA,train
COM-01510,Tolima,Planadas,Andina,Rural dispersa,791,531,45,63,9,20,38.3,92.53,Difícil,Terrestre,1,0,0,75.16,68.97,1,36,0,52,0,36.29,Regular,Lluvias,0.37,0.52,23.62,52.66,47.84,41.02,40.57,BAJA,train
COM-01511,Casanare,Recetor,Orinoquía,Indígena,409,253,48,37,10,16,17.4,27.51,Regular,Terrestre + 4x4,0,0,0,68.71,66.83,1,30,0,106,3,25.87,Baja,Seca,0.36,0.0,37.62,22.2,85.84,43.6,54.85,ALTA,val
COM-01512,Atlántico,Luruaco,Caribe,Rural dispersa,27,723,83,124,29,16,32.81,58.14,Regular,Terrestre,1,0,0,89.72,65.63,5,108,0,163,2,40.11,Baja,Transición,0.41,0.12,52.91,36.03,59.36,56.42,45.56,MEDIA,train
COM-01513,Valle del Cauca,Buga,Andina,Campesina,1287,323,37,49,7,13,36.08,68.15,Regular,Terrestre,1,1,0,87.71,78.94,0,32,0,168,0,40.31,Buena,Seca,0.37,0.43,16.23,39.67,41.77,57.12,37.96,BAJA,val
COM-01514,Córdoba,Ayapel,Caribe,Afrodescendiente,146,174,20,10,5,6,34.43,111.08,Regular,Terrestre,0,0,0,86.05,59.44,0,11,0,186,2,37.05,Baja,Transición,0.47,0.43,18.49,47.43,59.99,58.07,47.76,MEDIA,train
COM-01515,Antioquia,San Jerónimo,Andina,Rural dispersa,1580,56,11,5,0,1,3.0,28.63,Difícil,No disponible,0,0,1,74.33,59.88,1,3,0,94,1,55.8,Buena,Lluvias,0.34,0.41,47.39,37.23,68.64,34.07,48.27,MEDIA,train
COM-01516,Antioquia,Rionegro,Andina,Rural,1648,382,38,49,13,18,28.82,78.62,Regular,Terrestre,1,0,0,76.54,45.19,3,37,0,215,2,27.79,Baja,Seca,0.41,0.44,56.13,38.13,54.31,57.99,38.67,BAJA,train
COM-01517,Vichada,La Primavera,Orinoquía,Afrodescendiente,401,125,15,20,3,6,55.26,198.1,Difícil,Fluvial + Terrestre,0,0,0,53.22,49.54,0,13,0,26,0,46.1,Baja,Seca,0.55,0.11,25.54,72.63,74.8,41.69,37.62,BAJA,train
COM-01518,Santander,Cerrito,Andina,Rural dispersa,1293,168,14,26,7,5,29.82,178.4,Muy difícil,No disponible,0,0,0,60.45,56.06,0,17,0,242,1,48.97,Buena,Lluvias,0.4,0.52,23.3,84.91,69.39,69.84,45.55,MEDIA,train
COM-01519,Sucre,El Roble,Caribe,Rural,107,97,19,10,1,1,4.39,27.61,Regular,No disponible,1,1,1,77.05,77.05,1,8,0,272,2,33.73,Baja,Lluvias,0.53,0.19,45.13,30.72,40.67,47.49,46.84,MEDIA,train
COM-01520,Boyacá,Muzo,Andina,Campesina,3642,223,41,15,4,13,47.24,549.8,Muy difícil,Limitado,0,0,0,64.23,72.87,0,18,0,730,1,17.4,Sin conexión,Lluvias,0.27,0.57,16.21,86.62,71.66,66.96,64.43,ALTA,train
COM-01521,Caquetá,El Paujil,Amazonía,Rural dispersa,296,492,53,47,6,34,47.63,106.97,Bueno,Fluvial,0,1,0,65.11,58.68,3,44,0,111,1,26.85,Sin conexión,Lluvias,0.4,0.3,45.73,45.21,51.22,44.62,48.16,MEDIA,test
COM-01522,Nariño,El Charco,Andina,Rural dispersa,2129,185,35,18,4,7,53.31,426.93,Difícil,Limitado,0,0,0,69.03,64.41,0,10,0,238,1,42.06,Regular,Transición,0.3,0.62,16.08,79.66,74.03,66.57,51.26,MEDIA,test
COM-01523,Boyacá,Turmequé,Andina,Rural dispersa,2642,409,36,58,13,9,28.13,38.98,Bueno,Terrestre + 4x4,1,1,0,72.06,58.34,1,52,0,116,1,44.1,Regular,Transición,0.21,0.57,34.99,21.86,36.1,52.14,30.8,BAJA,test
COM-01524,Nariño,Roberto Payán,Andina,Rural,1895,229,21,22,10,12,22.08,97.42,Muy difícil,Terrestre,1,0,0,64.24,80.4,1,18,1,131,0,65.06,Buena,Seca,0.27,0.51,51.21,55.52,51.13,62.4,58.61,ALTA,train
COM-01525,Santander,La Paz,Andina,Indígena,1360,1102,263,192,32,83,95.25,575.37,Regular,Fluvial,0,0,0,76.09,55.97,9,158,0,122,1,36.04,Buena,Lluvias,0.4,0.5,57.55,83.0,95.83,49.67,76.26,CRÍTICA,train
COM-01526,Magdalena,Zona Bananera,Caribe,Rural,191,242,49,41,7,6,22.75,84.86,Regular,No disponible,0,1,0,49.69,66.33,0,30,0,99,2,36.37,Regular,Lluvias,0.4,0.39,22.5,51.35,69.17,46.92,36.51,BAJA,val
COM-01527,Cauca,Sotará,Andina,Rural,1773,626,121,36,24,42,26.58,53.8,Bueno,Terrestre,1,0,0,78.76,81.8,6,49,0,3,1,16.59,Sin conexión,Lluvias,0.28,0.62,43.29,24.05,60.34,27.01,36.83,BAJA,train
COM-01528,Boyacá,Sutatenza,Andina,Rural dispersa,2411,379,40,32,12,29,71.81,422.88,Difícil,Limitado,0,0,0,74.55,86.82,1,32,0,56,0,58.17,Regular,Lluvias,0.2,0.38,22.95,88.91,67.95,50.27,54.05,ALTA,train
COM-01529,Casanare,Hato Corozal,Orinoquía,Rural dispersa,204,173,38,24,4,2,35.89,215.61,Regular,Limitado,0,1,0,62.57,87.4,0,17,0,1,2,19.5,Regular,Lluvias,0.39,0.02,13.61,63.95,65.03,27.93,42.94,MEDIA,train
COM-01530,Tolima,Saldaña,Andina,Rural,803,471,71,68,17,35,47.98,83.35,Regular,Motocicleta,1,1,0,67.7,60.62,1,47,1,161,1,43.88,Baja,Lluvias,0.28,0.5,50.29,48.66,51.61,57.68,45.96,MEDIA,train
COM-01531,Cundinamarca,Quetame,Andina,Rural dispersa,2417,170,18,9,3,7,47.49,272.49,Difícil,No disponible,1,0,0,60.64,70.34,0,9,0,68,5,70.47,Baja,Transición,0.31,0.43,14.19,83.75,42.7,56.69,45.49,MEDIA,train
COM-01532,Boyacá,Labranzagrande,Andina,Rural dispersa,3001,210,40,29,3,13,55.36,91.06,Regular,Terrestre + 4x4,0,0,0,68.6,74.52,0,22,0,225,0,20.69,Regular,Seca,0.02,0.6,18.12,53.89,81.52,56.4,40.31,BAJA,train
COM-01533,Huila,El Pital,Andina,Rural dispersa,1411,121,13,9,6,7,16.36,76.67,Regular,No disponible,0,1,1,69.49,59.58,1,8,0,66,4,5.59,Regular,Seca,0.35,0.27,48.74,46.51,51.81,10.49,38.55,BAJA,val
COM-01534,Antioquia,Amalfi,Andina,Rural,1911,410,46,46,5,9,29.78,204.06,Difícil,No disponible,0,0,0,59.41,60.77,1,43,0,27,0,38.43,Buena,Lluvias,0.29,0.5,32.01,74.89,62.9,38.75,49.43,MEDIA,train
COM-01535,Boyacá,Saboyá,Andina,Indígena,2037,254,30,29,14,4,62.37,726.44,Muy difícil,No disponible,1,0,0,60.5,83.3,2,20,0,730,2,53.85,Buena,Lluvias,0.3,0.43,42.88,100.0,53.58,81.54,63.89,ALTA,train
COM-01536,Arauca,Saravena,Orinoquía,Rural,380,287,28,19,6,8,8.18,67.91,Regular,Limitado,1,1,1,43.49,51.46,1,23,0,213,1,53.24,Buena,Lluvias,0.28,0.27,36.51,33.67,27.05,47.92,31.8,BAJA,train
COM-01537,Meta,Fuente de Oro,Orinoquía,Rural,386,458,99,32,12,26,110.74,191.46,Regular,Terrestre + 4x4,1,0,0,57.25,51.31,2,34,0,8,2,31.35,Regular,Transición,0.24,0.29,39.5,83.0,61.96,33.54,50.94,MEDIA,test
COM-01538,Boyacá,El Cocuy,Andina,Indígena,2366,469,75,32,6,5,77.86,109.0,Bueno,Terrestre,1,0,0,69.72,74.49,2,37,0,16,0,49.42,Baja,Lluvias,0.24,0.44,32.6,60.73,47.02,41.77,50.04,MEDIA,test
COM-01539,Caquetá,Solita,Amazonía,Rural,236,241,48,17,5,6,29.16,203.93,Muy difícil,Fluvial + Terrestre,0,0,0,66.08,32.73,2,19,0,615,0,26.95,Sin conexión,Lluvias,0.31,0.29,58.06,69.58,70.14,70.78,65.52,ALTA,train
COM-01540,Santander,Onzaga,Andina,Rural dispersa,1209,454,47,39,22,35,35.97,226.14,Difícil,Limitado,1,0,0,63.07,69.82,0,46,0,335,3,47.17,Baja,Transición,0.31,0.61,19.19,70.98,55.09,78.87,43.33,MEDIA,train
COM-01541,Nariño,Arboleda,Andina,Rural,2583,232,49,36,7,16,63.64,473.13,Difícil,Limitado,0,0,0,75.66,76.27,3,21,0,69,0,19.0,Regular,Transición,0.28,0.52,46.17,84.82,89.25,36.23,59.22,ALTA,train
COM-01542,Boyacá,Garagoa,Andina,Indígena,2668,252,43,21,14,15,36.29,50.95,Regular,Terrestre + 4x4,0,1,0,64.01,51.61,0,16,0,168,0,31.64,Regular,Lluvias,0.16,0.54,20.87,36.34,61.97,53.66,40.73,BAJA,test
COM-01543,Bolívar,Arjona,Caribe,Afrodescendiente,153,749,142,113,28,45,37.15,175.14,Difícil,Limitado,0,1,0,86.47,70.59,0,64,0,259,2,57.43,Buena,Transición,0.44,0.2,17.37,71.58,70.73,75.35,42.85,MEDIA,test
COM-01544,Bolívar,Turbaco,Caribe,Indígena,134,829,137,95,48,15,32.6,48.09,Regular,Terrestre + 4x4,0,0,0,70.59,79.16,3,72,0,89,3,24.1,Regular,Seca,0.4,0.21,29.41,33.92,75.29,40.77,32.02,BAJA,test
COM-01545,La Guajira,Distracción,Caribe,Indígena,155,356,42,42,8,5,15.71,203.37,Muy difícil,No disponible,1,0,0,87.7,69.57,1,40,0,30,0,45.01,Regular,Lluvias,0.35,0.22,31.6,77.86,49.68,41.75,49.61,MEDIA,train
